FIPS,id
1001,1
1003,2
1005,3
1007,4
1009,5
1011,6
1013,7
1015,8
1017,9
1019,10
1021,11
1023,12
1025,13
1027,14
1029,15
1031,16
1033,17
1035,18
1037,19
1039,20
1041,21
1043,22
1045,23
1047,24
1049,25
1051,26
1053,27
1055,28
1057,29
1059,30
1061,31
1063,32
1065,33
1067,34
1069,35
1071,36
1073,37
1075,38
1077,39
1079,40
1081,41
1083,42
1085,43
1087,44
1089,45
1091,46
1093,47
1095,48
1097,49
1099,50
1101,51
1103,52
1105,53
1107,54
1109,55
1111,56
1113,57
1115,58
1117,59
1119,60
1121,61
1123,62
1125,63
1127,64
1129,65
1131,66
1133,67
4001,68
4003,69
4005,70
4007,71
4009,72
4011,73
4012,74
4013,75
4015,76
4017,77
4019,78
4021,79
4023,80
4025,81
4027,82
5001,83
5003,84
5005,85
5007,86
5009,87
5011,88
5013,89
5015,90
5017,91
5019,92
5021,93
5023,94
5025,95
5027,96
5029,97
5031,98
5033,99
5035,100
5037,101
5039,102
5041,103
5043,104
5045,105
5047,106
5049,107
5051,108
5053,109
5055,110
5057,111
5059,112
5061,113
5063,114
5065,115
5067,116
5069,117
5071,118
5073,119
5075,120
5077,121
5079,122
5081,123
5083,124
5085,125
5087,126
5089,127
5091,128
5093,129
5095,130
5097,131
5099,132
5101,133
5103,134
5105,135
5107,136
5109,137
5111,138
5113,139
5115,140
5117,141
5119,142
5121,143
5123,144
5125,145
5127,146
5129,147
5131,148
5133,149
5135,150
5137,151
5139,152
5141,153
5143,154
5145,155
5147,156
5149,157
6001,158
6003,159
6005,160
6007,161
6009,162
6011,163
6013,164
6015,165
6017,166
6019,167
6021,168
6023,169
6025,170
6027,171
6029,172
6031,173
6033,174
6035,175
6037,176
6039,177
6041,178
6043,179
6045,180
6047,181
6049,182
6051,183
6053,184
6055,185
6057,186
6059,187
6061,188
6063,189
6065,190
6067,191
6069,192
6071,193
6073,194
6075,195
6077,196
6079,197
6081,198
6083,199
6085,200
6087,201
6089,202
6091,203
6093,204
6095,205
6097,206
6099,207
6101,208
6103,209
6105,210
6107,211
6109,212
6111,213
6113,214
6115,215
8001,216
8003,217
8005,218
8007,219
8009,220
8011,221
8013,222
8014,223
8015,224
8017,225
8019,226
8021,227
8023,228
8025,229
8027,230
8029,231
8031,232
8033,233
8035,234
8037,235
8039,236
8041,237
8043,238
8045,239
8047,240
8049,241
8051,242
8053,243
8055,244
8057,245
8059,246
8061,247
8063,248
8065,249
8067,250
8069,251
8071,252
8073,253
8075,254
8077,255
8079,256
8081,257
8083,258
8085,259
8087,260
8089,261
8091,262
8093,263
8095,264
8097,265
8099,266
8101,267
8103,268
8105,269
8107,270
8109,271
8111,272
8113,273
8115,274
8117,275
8119,276
8121,277
8123,278
8125,279
9001,280
9003,281
9005,282
9007,283
9009,284
9011,285
9013,286
9015,287
10001,288
10003,289
10005,290
11001,291
12001,292
12003,293
12005,294
12007,295
12009,296
12011,297
12013,298
12015,299
12017,300
12019,301
12021,302
12023,303
12027,304
12029,305
12031,306
12033,307
12035,308
12037,309
12039,310
12041,311
12043,312
12045,313
12047,314
12049,315
12051,316
12053,317
12055,318
12057,319
12059,320
12061,321
12063,322
12065,323
12067,324
12069,325
12071,326
12073,327
12075,328
12077,329
12079,330
12081,331
12083,332
12085,333
12086,334
12087,335
12089,336
12091,337
12093,338
12095,339
12097,340
12099,341
12101,342
12103,343
12105,344
12107,345
12109,346
12111,347
12113,348
12115,349
12117,350
12119,351
12121,352
12123,353
12125,354
12127,355
12129,356
12131,357
12133,358
13001,359
13003,360
13005,361
13007,362
13009,363
13011,364
13013,365
13015,366
13017,367
13019,368
13021,369
13023,370
13025,371
13027,372
13029,373
13031,374
13033,375
13035,376
13037,377
13039,378
13043,379
13045,380
13047,381
13049,382
13051,383
13053,384
13055,385
13057,386
13059,387
13061,388
13063,389
13065,390
13067,391
13069,392
13071,393
13073,394
13075,395
13077,396
13079,397
13081,398
13083,399
13085,400
13087,401
13089,402
13091,403
13093,404
13095,405
13097,406
13099,407
13101,408
13103,409
13105,410
13107,411
13109,412
13111,413
13113,414
13115,415
13117,416
13119,417
13121,418
13123,419
13125,420
13127,421
13129,422
13131,423
13133,424
13135,425
13137,426
13139,427
13141,428
13143,429
13145,430
13147,431
13149,432
13151,433
13153,434
13155,435
13157,436
13159,437
13161,438
13163,439
13165,440
13167,441
13169,442
13171,443
13173,444
13175,445
13177,446
13179,447
13181,448
13183,449
13185,450
13187,451
13189,452
13191,453
13193,454
13195,455
13197,456
13199,457
13201,458
13205,459
13207,460
13209,461
13211,462
13213,463
13215,464
13217,465
13219,466
13221,467
13223,468
13225,469
13227,470
13229,471
13231,472
13233,473
13235,474
13237,475
13239,476
13241,477
13243,478
13245,479
13247,480
13249,481
13251,482
13253,483
13255,484
13257,485
13259,486
13261,487
13263,488
13265,489
13267,490
13269,491
13271,492
13273,493
13275,494
13277,495
13279,496
13281,497
13283,498
13285,499
13287,500
13289,501
13291,502
13293,503
13295,504
13297,505
13299,506
13301,507
13303,508
13305,509
13307,510
13309,511
13311,512
13313,513
13315,514
13317,515
13319,516
13321,517
16001,518
16003,519
16005,520
16007,521
16009,522
16011,523
16013,524
16015,525
16017,526
16019,527
16021,528
16023,529
16025,530
16027,531
16029,532
16031,533
16033,534
16035,535
16037,536
16039,537
16041,538
16043,539
16045,540
16047,541
16049,542
16051,543
16053,544
16055,545
16057,546
16059,547
16061,548
16063,549
16065,550
16067,551
16069,552
16071,553
16073,554
16075,555
16077,556
16079,557
16081,558
16083,559
16085,560
16087,561
17001,562
17003,563
17005,564
17007,565
17009,566
17011,567
17013,568
17015,569
17017,570
17019,571
17021,572
17023,573
17025,574
17027,575
17029,576
17031,577
17033,578
17035,579
17037,580
17039,581
17041,582
17043,583
17045,584
17047,585
17049,586
17051,587
17053,588
17055,589
17057,590
17059,591
17061,592
17063,593
17065,594
17067,595
17069,596
17071,597
17073,598
17075,599
17077,600
17079,601
17081,602
17083,603
17085,604
17087,605
17089,606
17091,607
17093,608
17095,609
17097,610
17099,611
17101,612
17103,613
17105,614
17107,615
17109,616
17111,617
17113,618
17115,619
17117,620
17119,621
